caseid,start,end,imp_misconduct,imp_private_gain,imp_monitor_opponents,imp_equal_rights,imp_journalists,imp_private_violence,imp_free_speech,imp_patriotism,imp_foreign_influence,imp_ban_ideology,imp_voting_rights,imp_votes_impact,imp_election_fraud,imp_expand_executive,imp_legislature_check,imp_judiciary_check,imp_judicial_ind,imp_participation,imp_funds_transparent,imp_contributions,imp_opinions,imp_districts,imp_common_und,imp_compromise,imp_candidates_disclose,imp_protest,imp_investigations,perf_misconduct,perf_private_gain,perf_monitor_opponents,perf_equal_rights,perf_journalists,perf_private_violence,perf_free_speech,perf_patriotism,perf_foreign_influence,perf_ban_ideology,perf_voting_rights,perf_votes_impact,perf_election_fraud,perf_expand_executive,perf_legislature_check,perf_judiciary_check,perf_judicial_ind,perf_participation,perf_funds_transparent,perf_contributions,perf_opinions,perf_districts,perf_common_und,perf_compromise,perf_candidates_disclose,perf_protest,perf_investigations,US_2017_SEPT,faculty_rank,field,wave,imp_science,imp_restraint,perf_science,perf_restraint,US_2017_FEB,US_2017_MAY,US_2015,US_2005,US_1995,US_1985,US_1975,US_1950,US_1900,US_1850,US_1800,democracy_importance,US_democracy_rating
W1BLW0004334,2017-02-14 16:46:20,2017-02-14 16:54:05,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2,3,,,,,,,,,,,3,2,3,1,2,2,3,2,3,3,2,,3,2,,2,3,,,,,,,,,,,,,,1,2,2,2,2,70,,,,,,,,,,,,
W1BLW0003894,2017-02-14 16:47:50,2017-02-14 16:54:14,1,1,2,2,2,1,3,1,1,2,3,1,3,1,2,1,1,,,,,,,,,,,3,1,2,1,2,3,2,2,3,3,1,2,2,2,3,3,4,,,,,,,,,,,,,,1,0,1,2,1,60,,,,,,,,,,,,
W1BLW0004308,2017-02-14 16:47:47,2017-02-14 16:54:28,2,2,3,3,2,3,2,1,3,3,2,2,3,3,2,2,2,,,,,,,,,,,2,3,2,3,3,3,3,1,3,2,3,1,4,3,3,4,3,,,,,,,,,,,,,,1,1,1,1,2,70,,,,,,,,,,,,
W1BLW0004455,2017-02-14 16:47:10,2017-02-14 16:54:37,2,3,3,2,3,2,3,2,2,3,2,1,3,2,3,3,3,,,,,,,,,,,3,3,4,2,3,3,3,2,3,4,3,1,4,2,4,4,3,,,,,,,,,,,,,,1,2,2,2,3,80,,,,,,,,,,,,
W1BLW0005532,2017-02-14 16:44:35,2017-02-14 16:54:41,3,2,2,3,3,2,3,0,1,3,3,3,3,1,2,2,2,,,,,,,,,,,1,3,4,2,2,4,3,3,2,4,2,2,4,2,3,3,4,,,,,,,,,,,,,,1,0,1,1,2,60,,,,,,,,,,,,
W1BLW0004695,2017-02-14 16:40:32,2017-02-14 16:54:56,2,2,3,3,3,1,3,1,3,2,3,3,3,3,2,2,2,,,,,,,,,,,1,1,2,3,2,,4,1,2,4,3,1,,3,3,3,2,,,,,,,,,,,,,,1,1,2,2,1,60,,,,,,,,,,,,
W1BLW0007515,2017-02-14 16:47:48,2017-02-14 16:55:16,2,2,2,2,2,2,3,0,2,3,2,2,3,3,2,3,1,,,,,,,,,,,2,2,,2,2,2,3,1,2,4,2,3,3,3,3,3,2,,,,,,,,,,,,,,1,2,1,2,1,80,,,,,,,,,,,,
W1BLW0006467,2017-02-14 16:49:02,2017-02-14 16:55:26,2,2,3,3,3,2,2,0,3,2,3,1,3,2,2,3,3,,,,,,,,,,,2,3,3,1,3,3,3,1,3,2,1,1,4,2,2,3,3,,,,,,,,,,,,,,1,2,1,2,2,70,,,,,,,,,,,,
W1BLW0001500,2017-02-14 16:48:56,2017-02-14 16:55:35,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,1,1,2,1,2,2,2,2,1,3,1,1,2,2,2,2,2,,,,,,,,,,,,,,1,3,3,1,1,40,,,,,,,,,,,,
W1BLW0006399,2017-02-14 16:28:42,2017-02-14 16:55:57,3,3,3,3,2,3,2,2,3,3,3,3,2,2,3,3,3,,,,,,,,,,,3,2,3,2,3,2,3,2,3,3,1,3,3,3,2,3,3,,,,,,,,,,,,,,1,2,2,2,2,70,,,,,,,,,,,,
W1BLW0006974,2017-02-14 16:48:13,2017-02-14 16:56:03,3,2,3,3,3,3,3,2,3,2,3,2,3,3,3,3,3,,,,,,,,,,,2,1,3,3,2,2,4,1,2,3,1,1,,2,2,3,3,,,,,,,,,,,,,,1,2,2,2,1,70,,,,,,,,,,,,
W1BLW0007003,2017-02-14 16:49:02,2017-02-14 16:56:13,2,2,2,3,3,2,2,2,3,3,3,3,3,3,2,2,3,,,,,,,,,,,3,2,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,,,,,,,,,,,,,,1,2,2,3,2,80,,,,,,,,,,,,
W1BLW0009334,2017-02-14 16:44:41,2017-02-14 16:56:15,2,2,3,3,3,3,3,1,2,3,3,1,3,3,3,3,3,,,,,,,,,,,3,2,3,3,3,3,3,1,2,3,3,1,3,3,3,3,2,,,,,,,,,,,,,,1,2,1,2,2,80,,,,,,,,,,,,
W1BLW0002608,2017-02-14 16:53:34,2017-02-14 16:56:52,3,2,3,3,2,2,2,2,3,2,3,3,3,3,2,3,3,,,,,,,,,,,3,3,3,3,2,3,4,2,1,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,1,2,2,2,2,70,,,,,,,,,,,,
W1BLW0009324,2017-02-14 16:41:42,2017-02-14 16:57:10,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,,,,,,,,,,,3,1,2,2,3,2,2,1,1,4,2,3,4,2,1,2,3,,,,,,,,,,,,,,1,2,2,1,1,60,,,,,,,,,,,,
W1BLW0004960,2017-02-14 16:30:24,2017-02-14 16:57:11,2,2,3,3,2,2,3,1,3,2,3,2,3,3,3,3,3,,,,,,,,,,,3,2,4,3,3,4,4,2,3,4,3,2,4,4,3,4,4,,,,,,,,,,,,,,1,2,2,2,2,80,,,,,,,,,,,,
W1BLW0004091,2017-02-14 16:53:18,2017-02-14 16:57:11,3,2,1,3,2,2,3,2,3,1,2,2,3,2,1,2,2,,,,,,,,,,,2,3,2,1,3,3,3,2,3,4,2,1,3,2,3,3,3,,,,,,,,,,,,,,1,1,2,2,2,70,,,,,,,,,,,,
W1BLW0009891,2017-02-14 16:47:39,2017-02-14 16:57:40,2,1,3,2,2,1,2,1,2,2,2,3,2,2,3,3,3,,,,,,,,,,,3,2,4,3,4,4,4,2,2,4,4,4,3,3,3,4,4,,,,,,,,,,,,,,1,1,0,2,2,80,,,,,,,,,,,,
W1BLW0003510,2017-02-14 16:52:53,2017-02-14 16:57:42,1,0,2,1,2,1,2,0,1,3,1,1,3,3,1,1,2,,,,,,,,,,,2,2,3,3,3,4,4,1,2,4,3,1,4,3,4,4,3,,,,,,,,,,,,,,1,0,0,1,1,70,,,,,,,,,,,,
W1BLW0002618,2017-02-14 16:45:31,2017-02-14 16:57:45,3,3,3,3,3,2,3,2,2,3,3,2,3,3,3,3,3,,,,,,,,,,,1,1,2,2,1,3,4,1,1,3,1,1,3,2,4,4,3,,,,,,,,,,,,,,1,1,3,1,2,80,,,,,,,,,,,,
W1BLW0006328,2017-02-14 16:47:23,2017-02-14 16:57:58,1,0,2,3,1,1,2,1,2,3,3,1,3,2,1,2,1,,,,,,,,,,,3,3,4,2,4,3,4,1,3,4,2,1,4,2,4,4,4,,,,,,,,,,,,,,1,0,1,2,2,90,,,,,,,,,,,,
W1BLW0005344,2017-02-14 16:53:10,2017-02-14 16:58:03,2,2,3,3,3,1,3,2,2,3,3,3,3,3,3,3,3,,,,,,,,,,,2,2,4,3,3,2,3,2,2,3,2,2,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,2,70,,,,,,,,,,,,
W1BLW0008214,2017-02-14 16:54:41,2017-02-14 16:58:09,1,1,3,3,2,3,2,2,2,1,1,0,3,3,1,2,2,,,,,,,,,,,1,3,3,,3,4,4,2,3,4,2,1,3,3,2,3,3,,,,,,,,,,,,,,1,1,1,3,2,70,,,,,,,,,,,,
W1BLW0008514,2017-02-14 16:54:10,2017-02-14 16:58:15,3,3,2,3,3,3,2,3,2,3,3,3,2,2,2,2,3,,,,,,,,,,,1,1,3,2,2,3,3,1,2,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,1,2,2,3,2,40,,,,,,,,,,,,
W1BLW0006235,2017-02-14 16:54:11,2017-02-14 16:58:40,2,3,2,2,3,3,2,1,3,3,3,3,3,1,2,2,3,,,,,,,,,,,2,2,2,1,3,3,3,1,2,3,2,2,4,2,2,3,3,,,,,,,,,,,,,,1,2,2,2,3,60,,,,,,,,,,,,
W1BLW0002925,2017-02-14 16:54:37,2017-02-14 16:59:09,2,2,3,3,3,3,3,2,1,2,3,2,3,2,2,2,3,,,,,,,,,,,2,2,3,3,3,3,2,2,1,3,3,1,3,2,2,3,2,,,,,,,,,,,,,,1,1,2,2,2,70,,,,,,,,,,,,
W1BLW0007393,2017-02-14 16:46:15,2017-02-14 16:59:35,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,,,,,,,,,,,1,1,2,1,1,1,2,1,1,2,1,1,4,2,2,3,2,,,,,,,,,,,,,,1,3,3,1,1,30,,,,,,,,,,,,
W1BLW0009590,2017-02-14 16:47:51,2017-02-14 17:00:19,3,2,3,3,3,2,3,1,1,3,3,1,3,3,1,2,2,,,,,,,,,,,2,2,1,3,2,3,3,3,3,3,3,3,3,2,2,2,2,,,,,,,,,,,,,,1,0,2,3,2,80,,,,,,,,,,,,
W1BLW0009302,2017-02-14 16:54:10,2017-02-14 17:00:21,3,2,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,,,,,,,,,,,3,2,3,1,2,2,3,2,3,3,2,3,3,2,2,3,2,,,,,,,,,,,,,,1,2,3,1,2,60,,,,,,,,,,,,
W1BLW0003852,2017-02-14 16:53:09,2017-02-14 17:00:23,2,3,2,2,2,3,2,0,2,2,3,2,3,3,2,2,3,,,,,,,,,,,4,2,4,3,4,3,4,1,3,3,3,3,4,4,3,3,3,,,,,,,,,,,,,,1,1,2,3,3,70,,,,,,,,,,,,
W1BLW0004730,2017-02-14 16:52:56,2017-02-14 17:01:10,3,2,3,3,3,3,3,2,2,3,3,2,3,2,2,2,2,,,,,,,,,,,3,2,3,2,4,3,4,3,3,3,2,2,4,2,3,3,3,,,,,,,,,,,,,,1,2,2,3,2,70,,,,,,,,,,,,
W1BLW0009321,2017-02-14 16:45:11,2017-02-14 17:01:21,3,1,3,3,3,2,2,2,3,1,3,2,3,3,3,3,3,,,,,,,,,,,3,3,3,2,3,4,4,1,2,4,3,1,4,2,2,3,2,,,,,,,,,,,,,,1,3,2,1,3,70,,,,,,,,,,,,
W1BLW0002614,2017-02-14 16:52:32,2017-02-14 17:01:25,3,2,3,3,3,3,3,1,2,3,3,1,3,3,3,3,3,,,,,,,,,,,2,1,,2,,3,3,1,2,4,3,1,3,,2,,4,,,,,,,,,,,,,,1,1,1,2,1,70,,,,,,,,,,,,
W1BLW0008158,2017-02-14 16:56:14,2017-02-14 17:02:06,3,2,3,3,2,1,3,1,2,3,2,1,3,3,3,3,3,,,,,,,,,,,2,3,4,1,4,3,3,1,3,4,1,1,4,3,3,4,3,,,,,,,,,,,,,,1,0,1,1,1,60,,,,,,,,,,,,
W1BLW0009325,2017-02-14 16:44:54,2017-02-14 17:02:26,2,2,2,2,2,2,2,1,2,2,2,1,2,3,2,2,1,,,,,,,,,,,3,3,3,2,2,2,2,2,3,3,2,2,3,2,2,3,2,,,,,,,,,,,,,,1,1,2,2,1,70,,,,,,,,,,,,
W1BLW0004751,2017-02-14 16:59:04,2017-02-14 17:02:48,2,2,3,3,2,0,2,0,1,3,3,3,3,2,2,1,2,,,,,,,,,,,2,2,1,1,3,3,1,,1,2,1,1,1,2,2,,3,,,,,,,,,,,,,,1,0,1,,1,60,,,,,,,,,,,,
W1BLW0009871,2017-02-14 16:57:53,2017-02-14 17:03:02,2,3,3,2,2,2,2,1,1,3,2,3,3,2,3,3,3,,,,,,,,,,,2,2,2,3,2,4,3,2,1,4,2,3,4,3,3,4,4,,,,,,,,,,,,,,1,1,1,1,1,70,,,,,,,,,,,,
W1BLW0004471,2017-02-14 16:55:37,2017-02-14 17:03:16,3,3,1,3,3,3,2,,3,2,3,3,3,3,3,2,2,,,,,,,,,,,3,1,2,1,2,2,2,,2,2,1,1,2,3,3,3,3,,,,,,,,,,,,,,1,3,2,1,1,60,,,,,,,,,,,,
W1BLW0008408,2017-02-14 16:53:42,2017-02-14 17:03:17,3,2,3,3,3,3,3,1,2,3,3,2,3,3,3,3,3,,,,,,,,,,,3,3,3,3,3,3,4,1,2,4,2,1,4,4,3,3,3,,,,,,,,,,,,,,1,1,2,1,1,80,,,,,,,,,,,,
W1BLW0007786,2017-02-14 16:53:39,2017-02-14 17:03:33,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,,,,,,,,,,,3,3,3,2,3,3,2,3,3,3,2,2,3,3,2,3,3,,,,,,,,,,,,,,1,2,2,2,2,70,,,,,,,,,,,,
W1BLW0006701,2017-02-14 16:58:22,2017-02-14 17:03:35,2,1,2,1,2,3,2,1,3,2,2,1,3,2,1,1,2,,,,,,,,,,,2,1,3,1,4,4,2,1,3,2,1,1,4,3,3,3,3,,,,,,,,,,,,,,1,,1,,1,60,,,,,,,,,,,,
W1BLW0003003,2017-02-14 16:57:34,2017-02-14 17:03:52,3,1,2,3,3,2,3,1,1,1,3,3,3,2,2,,2,,,,,,,,,,,3,3,4,2,4,4,3,2,2,2,2,2,4,2,2,,3,,,,,,,,,,,,,,1,1,1,2,2,80,,,,,,,,,,,,
W1BLW0005623,2017-02-14 16:57:23,2017-02-14 17:04:12,3,3,3,3,3,3,3,1,2,2,3,2,3,2,2,2,3,,,,,,,,,,,3,2,3,3,4,4,4,3,3,4,3,3,4,3,4,4,4,,,,,,,,,,,,,,1,2,3,2,4,90,,,,,,,,,,,,
W1BLW0007640,2017-02-14 16:40:14,2017-02-14 17:04:30,3,1,3,3,2,3,2,0,1,3,3,1,3,2,1,1,2,,,,,,,,,,,2,1,1,4,4,2,2,4,4,4,4,4,4,2,4,4,4,,,,,,,,,,,,,,1,0,1,4,4,90,,,,,,,,,,,,
W1BLW0005976,2017-02-14 17:01:40,2017-02-14 17:05:05,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,1,4,3,2,2,2,,,,,,,,,,,,,,1,3,3,1,2,80,,,,,,,,,,,,
W1BLW0002260,2017-02-14 17:00:05,2017-02-14 17:05:36,3,2,3,3,2,3,3,1,3,3,3,1,3,2,2,2,2,,,,,,,,,,,4,2,3,4,2,3,4,3,3,4,3,2,4,3,4,4,4,,,,,,,,,,,,,,1,1,2,1,3,80,,,,,,,,,,,,
W1BLW0004044,2017-02-14 16:56:26,2017-02-14 17:05:44,2,1,3,2,2,1,2,0,1,3,3,0,3,2,1,0,1,,,,,,,,,,,3,2,4,3,4,4,4,3,3,4,2,1,4,4,4,4,4,,,,,,,,,,,,,,1,0,0,2,4,90,,,,,,,,,,,,
W1BLW0006495,2017-02-14 17:03:01,2017-02-14 17:06:06,3,3,2,3,2,3,3,1,3,3,2,3,3,3,1,1,1,,,,,,,,,,,2,1,2,1,2,1,2,2,1,4,1,1,2,2,2,2,2,,,,,,,,,,,,,,1,2,1,1,1,60,,,,,,,,,,,,
W1BLW0002696,2017-02-14 16:56:38,2017-02-14 17:06:34,2,2,2,2,3,2,2,1,2,1,2,2,3,3,3,2,2,,,,,,,,,,,2,3,2,1,3,3,4,1,2,4,1,1,3,3,3,3,2,,,,,,,,,,,,,,1,1,1,2,3,70,,,,,,,,,,,,
W1BLW0003663,2017-02-14 16:57:47,2017-02-14 17:06:38,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,,,,,,,,,,,2,1,2,2,2,2,2,1,2,3,2,2,3,2,3,3,2,,,,,,,,,,,,,,1,2,2,2,1,70,,,,,,,,,,,,
W1BLW0001520,2017-02-14 17:03:00,2017-02-14 17:06:41,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,2,1,2,1,2,2,3,1,2,2,1,1,3,2,2,3,1,,,,,,,,,,,,,,1,3,3,1,2,70,,,,,,,,,,,,
W1BLW0004867,2017-02-14 16:56:22,2017-02-14 17:06:47,3,2,3,3,3,1,3,1,2,3,3,2,3,3,3,2,2,,,,,,,,,,,3,1,3,1,2,3,3,1,3,4,1,1,3,3,2,4,3,,,,,,,,,,,,,,1,1,2,1,2,70,,,,,,,,,,,,
W1BLW0009360,2017-02-14 16:57:51,2017-02-14 17:07:15,1,1,3,3,2,2,2,2,1,3,3,3,3,3,2,2,2,,,,,,,,,,,3,2,2,3,3,3,3,3,3,3,3,4,3,4,4,4,4,,,,,,,,,,,,,,1,0,1,1,2,80,,,,,,,,,,,,
W1BLW0001640,2017-02-14 17:03:28,2017-02-14 17:07:38,3,3,3,2,3,3,3,2,2,3,2,2,3,3,3,3,3,,,,,,,,,,,,1,2,1,2,2,2,1,2,1,1,1,2,,1,2,,,,,,,,,,,,,,,1,3,2,1,1,50,,,,,,,,,,,,
W1BLW0006084,2017-02-14 16:55:41,2017-02-14 17:07:50,1,1,1,1,2,2,2,1,2,2,3,1,3,1,2,1,3,,,,,,,,,,,3,3,3,1,4,3,3,1,3,2,2,1,3,2,3,4,3,,,,,,,,,,,,,,1,2,1,2,2,70,,,,,,,,,,,,
W1BLW0005846,2017-02-14 17:02:21,2017-02-14 17:08:14,3,2,3,3,3,2,3,2,3,3,3,1,3,3,3,3,3,,,,,,,,,,,1,1,3,1,3,3,3,1,2,4,3,2,3,3,2,3,2,,,,,,,,,,,,,,1,1,2,2,3,80,,,,,,,,,,,,
W1BLW0003247,2017-02-14 17:01:51,2017-02-14 17:08:20,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,1,1,3,1,1,2,2,1,1,2,1,1,4,3,,,1,,,,,,,,,,,,,,1,3,3,1,2,60,,,,,,,,,,,,
W1BLW0004205,2017-02-14 16:55:15,2017-02-14 17:08:22,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,,,,,
W1BLW0009499,2017-02-14 16:59:42,2017-02-14 17:08:27,2,2,3,2,2,2,2,1,2,2,2,2,2,1,3,2,3,,,,,,,,,,,3,3,3,2,3,4,4,2,,2,2,4,3,3,2,4,3,,,,,,,,,,,,,,1,2,1,2,1,40,,,,,,,,,,,,
W1BLW0006859,2017-02-14 17:02:04,2017-02-14 17:08:43,2,1,2,2,1,3,3,1,0,2,2,1,3,2,1,1,1,,,,,,,,,,,3,1,1,4,3,1,3,2,3,1,4,3,3,2,3,1,3,,,,,,,,,,,,,,1,0,1,3,3,90,,,,,,,,,,,,
W1BLW0009078,2017-02-14 17:00:07,2017-02-14 17:08:52,1,1,2,3,2,3,3,1,1,3,2,1,3,2,1,2,2,,,,,,,,,,,3,2,3,3,3,3,3,1,3,4,3,2,4,3,2,4,3,,,,,,,,,,,,,,1,1,1,2,2,80,,,,,,,,,,,,
W1BLW0006935,2017-02-14 17:01:39,2017-02-14 17:08:57,2,1,3,2,3,3,3,2,1,3,3,1,3,2,3,3,3,,,,,,,,,,,3,1,3,3,3,4,4,4,2,4,3,1,4,4,4,4,4,,,,,,,,,,,,,,1,0,2,1,3,90,,,,,,,,,,,,
W1BLW0005861,2017-02-14 16:29:46,2017-02-14 17:09:42,2,1,2,2,3,2,2,0,1,2,2,1,3,3,1,1,3,,,,,,,,,,,2,1,3,3,4,3,4,3,3,4,1,1,4,3,3,4,3,,,,,,,,,,,,,,1,1,1,2,3,70,,,,,,,,,,,,
W1BLW0009821,2017-02-14 17:03:35,2017-02-14 17:09:48,2,2,3,3,1,1,2,1,2,3,3,3,3,3,2,2,3,,,,,,,,,,,2,1,2,1,2,3,3,1,1,3,2,1,3,3,1,3,1,,,,,,,,,,,,,,1,1,2,1,1,50,,,,,,,,,,,,
W1BLW0005095,2017-02-14 17:03:07,2017-02-14 17:10:16,2,2,2,3,2,3,3,1,2,2,3,2,3,2,3,3,3,,,,,,,,,,,3,2,3,2,2,2,3,1,3,4,2,2,3,2,3,3,3,,,,,,,,,,,,,,1,2,1,2,1,80,,,,,,,,,,,,
W1BLW0002782,2017-02-14 16:30:04,2017-02-14 17:10:59,3,1,3,3,3,3,3,2,3,3,3,3,3,2,2,2,2,,,,,,,,,,,4,3,4,2,3,4,4,2,3,4,2,2,4,3,4,3,3,,,,,,,,,,,,,,1,1,1,3,2,60,,,,,,,,,,,,
W1BLW0003075,2017-02-14 17:03:36,2017-02-14 17:11:11,2,1,1,3,3,2,3,1,0,3,3,2,3,3,3,3,3,,,,,,,,,,,4,3,3,,4,4,4,3,3,4,3,2,4,4,3,4,4,,,,,,,,,,,,,,1,1,1,1,2,70,,,,,,,,,,,,
W1BLW0006787,2017-02-14 17:07:25,2017-02-14 17:11:51,2,2,3,3,3,3,3,2,3,2,2,2,3,3,2,3,2,,,,,,,,,,,3,3,3,2,2,3,3,1,2,4,3,2,4,3,2,3,3,,,,,,,,,,,,,,1,2,1,3,2,70,,,,,,,,,,,,
W1BLW0008117,2017-02-14 17:07:54,2017-02-14 17:11:52,2,1,3,3,3,1,3,2,2,3,3,3,3,2,1,2,2,,,,,,,,,,,3,1,3,2,3,3,4,3,1,4,2,3,4,2,3,4,3,,,,,,,,,,,,,,1,0,1,2,2,80,,,,,,,,,,,,
W1BLW0006570,2017-02-14 17:07:12,2017-02-14 17:11:53,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,1,1,1,2,2,60,,,,,,,,,,,,
W1BLW0009652,2017-02-14 17:06:26,2017-02-14 17:12:29,2,3,3,3,3,3,3,1,3,2,3,0,3,1,2,2,3,,,,,,,,,,,2,3,3,3,3,3,3,1,2,3,2,1,4,2,2,2,3,,,,,,,,,,,,,,1,1,2,2,2,70,,,,,,,,,,,,
W1BLW0007256,2017-02-14 16:59:57,2017-02-14 17:12:52,1,2,3,2,2,3,2,2,2,3,3,1,3,1,1,2,2,,,,,,,,,,,2,2,3,4,3,4,4,1,3,4,1,1,4,4,4,4,3,,,,,,,,,,,,,,1,1,1,1,3,70,,,,,,,,,,,,
W1BLW0005830,2017-02-14 17:06:26,2017-02-14 17:13:42,3,2,3,2,3,3,3,1,2,3,3,0,3,3,3,2,3,,,,,,,,,,,3,1,2,3,3,3,2,1,3,4,4,1,4,2,2,3,3,,,,,,,,,,,,,,1,1,2,2,2,80,,,,,,,,,,,,
W1BLW0009662,2017-02-14 17:00:56,2017-02-14 17:14:33,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,3,2,2,4,2,3,3,2,,4,4,4,,4,3,3,3,,,,,,,,,,,,,,1,3,2,,,80,,,,,,,,,,,,
W1BLW0008758,2017-02-14 17:07:08,2017-02-14 17:14:33,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,,,,,,,,,,,3,2,3,3,3,3,3,2,3,2,3,3,3,4,2,3,3,,,,,,,,,,,,,,1,2,3,2,3,80,,,,,,,,,,,,
W1BLW0007231,2017-02-14 17:09:13,2017-02-14 17:15:13,1,1,2,3,2,2,3,2,2,1,2,3,3,2,3,3,2,,,,,,,,,,,2,2,3,2,3,3,4,3,3,3,2,3,4,2,3,3,3,,,,,,,,,,,,,,1,3,1,3,2,70,,,,,,,,,,,,
W1BLW0009666,2017-02-14 17:12:03,2017-02-14 17:15:43,2,1,3,3,3,3,3,2,2,3,3,2,3,2,2,2,2,,,,,,,,,,,3,1,3,3,4,3,4,2,3,4,3,3,4,3,2,3,3,,,,,,,,,,,,,,1,1,1,1,2,70,,,,,,,,,,,,
W1BLW0009534,2017-02-14 17:08:35,2017-02-14 17:15:52,2,3,2,3,3,2,3,2,3,3,2,2,3,2,3,3,3,,,,,,,,,,,2,3,2,2,3,3,3,2,2,4,2,2,4,2,3,3,3,,,,,,,,,,,,,,1,2,2,2,2,70,,,,,,,,,,,,
W1BLW0008534,2017-02-14 17:10:24,2017-02-14 17:15:57,2,2,3,2,2,3,3,1,2,2,3,3,3,2,3,2,3,,,,,,,,,,,2,2,3,2,3,1,3,1,2,4,1,4,3,3,3,3,3,,,,,,,,,,,,,,1,2,1,2,1,60,,,,,,,,,,,,
W1BLW0007901,2017-02-14 17:10:50,2017-02-14 17:16:03,3,3,3,3,3,3,3,2,2,2,3,3,3,3,2,2,2,,,,,,,,,,,1,2,1,2,2,2,3,2,2,3,1,1,3,2,1,3,2,,,,,,,,,,,,,,1,2,2,2,1,70,,,,,,,,,,,,
W1BLW0007258,2017-02-14 17:07:16,2017-02-14 17:16:04,3,2,3,3,2,3,3,1,2,2,3,3,3,3,2,2,3,,,,,,,,,,,3,3,3,2,3,4,4,1,3,3,3,3,4,2,2,3,3,,,,,,,,,,,,,,1,2,1,,2,90,,,,,,,,,,,,
W1BLW0001172,2017-02-14 17:02:59,2017-02-14 17:16:22,2,2,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,,,,,,,,,,,3,2,3,2,3,3,3,2,3,3,1,3,4,3,3,4,3,,,,,,,,,,,,,,1,2,3,3,3,80,,,,,,,,,,,,
W1BLW0005904,2017-02-14 17:12:36,2017-02-14 17:17:00,2,1,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,,,,,,,,,,,2,1,1,1,2,2,3,1,2,3,3,2,4,1,2,2,2,,,,,,,,,,,,,,1,1,2,2,2,80,,,,,,,,,,,,
W1BLW0009293,2017-02-14 17:11:18,2017-02-14 17:17:02,2,2,3,2,3,3,3,2,2,2,2,2,2,2,2,2,3,,,,,,,,,,,3,2,2,2,2,4,2,1,3,4,1,2,4,3,3,3,3,,,,,,,,,,,,,,1,1,2,1,3,70,,,,,,,,,,,,
W1BLW0007518,2017-02-14 16:33:06,2017-02-14 17:17:31,3,1,3,3,3,3,3,1,2,3,3,1,3,3,2,0,3,,,,,,,,,,,4,3,3,3,3,4,4,1,3,4,3,2,4,4,3,4,2,,,,,,,,,,,,,,1,1,0,1,1,80,,,,,,,,,,,,
W1BLW0008521,2017-02-14 17:11:32,2017-02-14 17:17:30,3,3,3,3,3,3,3,1,3,3,3,3,3,2,3,3,3,,,,,,,,,,,2,2,3,1,3,4,3,2,,3,1,1,,2,2,3,3,,,,,,,,,,,,,,1,3,1,2,2,60,,,,,,,,,,,,
W1BLW0007337,2017-02-14 17:07:28,2017-02-14 17:17:35,2,1,2,3,2,3,2,1,1,2,2,1,3,1,1,1,1,,,,,,,,,,,3,3,,2,3,3,4,3,3,4,2,1,3,2,3,,3,,,,,,,,,,,,,,1,1,1,2,2,60,,,,,,,,,,,,
W1BLW0006722,2017-02-14 17:03:25,2017-02-14 17:17:42,2,3,3,3,2,3,3,2,2,2,3,2,3,3,2,2,3,,,,,,,,,,,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,1,1,3,2,3,70,,,,,,,,,,,,
W1BLW0009406,2017-02-14 17:12:25,2017-02-14 17:18:06,2,2,2,3,3,3,3,0,1,3,2,1,3,3,3,2,2,,,,,,,,,,,4,3,3,3,4,3,3,1,2,2,3,2,4,4,4,4,4,,,,,,,,,,,,,,1,1,1,2,3,80,,,,,,,,,,,,
