caseid,start,end,imp_misconduct,imp_private_gain,imp_monitor_opponents,imp_equal_rights,imp_journalists,imp_private_violence,imp_free_speech,imp_patriotism,imp_foreign_influence,imp_ban_ideology,imp_voting_rights,imp_votes_impact,imp_election_fraud,imp_expand_executive,imp_legislature_check,imp_judiciary_check,imp_judicial_ind,imp_participation,imp_funds_transparent,imp_contributions,imp_opinions,imp_districts,imp_common_und,imp_compromise,imp_candidates_disclose,imp_protest,imp_investigations,perf_misconduct,perf_private_gain,perf_monitor_opponents,perf_equal_rights,perf_journalists,perf_private_violence,perf_free_speech,perf_patriotism,perf_foreign_influence,perf_ban_ideology,perf_voting_rights,perf_votes_impact,perf_election_fraud,perf_expand_executive,perf_legislature_check,perf_judiciary_check,perf_judicial_ind,perf_participation,perf_funds_transparent,perf_contributions,perf_opinions,perf_districts,perf_common_und,perf_compromise,perf_candidates_disclose,perf_protest,perf_investigations,US_2017_SEPT,faculty_rank,field,wave,imp_science,imp_restraint,perf_science,perf_restraint,US_2017_FEB,US_2017_MAY,US_2015,US_2005,US_1995,US_1985,US_1975,US_1950,US_1900,US_1850,US_1800,democracy_importance,US_democracy_rating
W1BLW0003003,2017-02-14 16:57:34,2017-02-14 17:03:52,Essential,Beneficial,Important,Essential,Essential,Important,Essential,Beneficial,Beneficial,Beneficial,Essential,Essential,Essential,Important,Important,,Important,,,,,,,,,,,Mostly meets,Mostly meets,Fully meets,Partly meets,Fully meets,Fully meets,Mostly meets,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Fully meets,Partly meets,Partly meets,,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Partly meets,Partly meets,80,,,,,,,,,,,,
W1BLW0005623,2017-02-14 16:57:23,2017-02-14 17:04:12,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Beneficial,Important,Important,Essential,Important,Essential,Important,Important,Important,Essential,,,,,,,,,,,Mostly meets,Partly meets,Mostly meets,Mostly meets,Fully meets,Fully meets,Fully meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Fully meets,Fully meets,Fully meets,,,,,,,,,,,,,,1,Important,Essential,Partly meets,Fully meets,90,,,,,,,,,,,,
W1BLW0007640,2017-02-14 16:40:14,2017-02-14 17:04:30,Essential,Beneficial,Essential,Essential,Important,Essential,Important,Not relevant,Beneficial,Essential,Essential,Beneficial,Essential,Important,Beneficial,Beneficial,Important,,,,,,,,,,,Partly meets,Does not meet,Does not meet,Fully meets,Fully meets,Partly meets,Partly meets,Fully meets,Fully meets,Fully meets,Fully meets,Fully meets,Fully meets,Partly meets,Fully meets,Fully meets,Fully meets,,,,,,,,,,,,,,1,Not relevant,Beneficial,Fully meets,Fully meets,90,,,,,,,,,,,,
W1BLW0005976,2017-02-14 17:01:40,2017-02-14 17:05:05,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Does not meet,Does not meet,Does not meet,Does not meet,Does not meet,Does not meet,Does not meet,Does not meet,Does not meet,Does not meet,Does not meet,Fully meets,Mostly meets,Partly meets,Partly meets,Partly meets,,,,,,,,,,,,,,1,Essential,Essential,Does not meet,Partly meets,80,,,,,,,,,,,,
W1BLW0002260,2017-02-14 17:00:05,2017-02-14 17:05:36,Essential,Important,Essential,Essential,Important,Essential,Essential,Beneficial,Essential,Essential,Essential,Beneficial,Essential,Important,Important,Important,Important,,,,,,,,,,,Fully meets,Partly meets,Mostly meets,Fully meets,Partly meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Partly meets,Fully meets,Mostly meets,Fully meets,Fully meets,Fully meets,,,,,,,,,,,,,,1,Beneficial,Important,Does not meet,Mostly meets,80,,,,,,,,,,,,
W1BLW0004044,2017-02-14 16:56:26,2017-02-14 17:05:44,Important,Beneficial,Essential,Important,Important,Beneficial,Important,Not relevant,Beneficial,Essential,Essential,Not relevant,Essential,Important,Beneficial,Not relevant,Beneficial,,,,,,,,,,,Mostly meets,Partly meets,Fully meets,Mostly meets,Fully meets,Fully meets,Fully meets,Mostly meets,Mostly meets,Fully meets,Partly meets,Does not meet,Fully meets,Fully meets,Fully meets,Fully meets,Fully meets,,,,,,,,,,,,,,1,Not relevant,Not relevant,Partly meets,Fully meets,90,,,,,,,,,,,,
W1BLW0006495,2017-02-14 17:03:01,2017-02-14 17:06:06,Essential,Essential,Important,Essential,Important,Essential,Essential,Beneficial,Essential,Essential,Important,Essential,Essential,Essential,Beneficial,Beneficial,Beneficial,,,,,,,,,,,Partly meets,Does not meet,Partly meets,Does not meet,Partly meets,Does not meet,Partly meets,Partly meets,Does not meet,Fully meets,Does not meet,Does not meet,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,,,,,,,,,,,,,,1,Important,Beneficial,Does not meet,Does not meet,60,,,,,,,,,,,,
W1BLW0002696,2017-02-14 16:56:38,2017-02-14 17:06:34,Important,Important,Important,Important,Essential,Important,Important,Beneficial,Important,Beneficial,Important,Important,Essential,Essential,Essential,Important,Important,,,,,,,,,,,Partly meets,Mostly meets,Partly meets,Does not meet,Mostly meets,Mostly meets,Fully meets,Does not meet,Partly meets,Fully meets,Does not meet,Does not meet,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Partly meets,Mostly meets,70,,,,,,,,,,,,
W1BLW0003663,2017-02-14 16:57:47,2017-02-14 17:06:38,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Beneficial,Essential,Important,Important,Important,Important,,,,,,,,,,,Partly meets,Does not meet,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Does not meet,Partly meets,Mostly meets,Partly meets,Partly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Important,Important,Partly meets,Does not meet,70,,,,,,,,,,,,
W1BLW0001520,2017-02-14 17:03:00,2017-02-14 17:06:41,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Does not meet,Partly meets,Does not meet,Partly meets,Partly meets,Mostly meets,Does not meet,Partly meets,Partly meets,Does not meet,Does not meet,Mostly meets,Partly meets,Partly meets,Mostly meets,Does not meet,,,,,,,,,,,,,,1,Essential,Essential,Does not meet,Partly meets,70,,,,,,,,,,,,
W1BLW0004867,2017-02-14 16:56:22,2017-02-14 17:06:47,Essential,Important,Essential,Essential,Essential,Beneficial,Essential,Beneficial,Important,Essential,Essential,Important,Essential,Essential,Essential,Important,Important,,,,,,,,,,,Mostly meets,Does not meet,Mostly meets,Does not meet,Partly meets,Mostly meets,Mostly meets,Does not meet,Mostly meets,Fully meets,Does not meet,Does not meet,Mostly meets,Mostly meets,Partly meets,Fully meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Important,Does not meet,Partly meets,70,,,,,,,,,,,,
W1BLW0009360,2017-02-14 16:57:51,2017-02-14 17:07:15,Beneficial,Beneficial,Essential,Essential,Important,Important,Important,Important,Beneficial,Essential,Essential,Essential,Essential,Essential,Important,Important,Important,,,,,,,,,,,Mostly meets,Partly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Fully meets,Fully meets,Fully meets,Fully meets,,,,,,,,,,,,,,1,Not relevant,Beneficial,Does not meet,Partly meets,80,,,,,,,,,,,,
W1BLW0001640,2017-02-14 17:03:28,2017-02-14 17:07:38,Essential,Essential,Essential,Important,Essential,Essential,Essential,Important,Important,Essential,Important,Important,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,,Does not meet,Partly meets,Does not meet,Partly meets,Partly meets,Partly meets,Does not meet,Partly meets,Does not meet,Does not meet,Does not meet,Partly meets,,Does not meet,Partly meets,,,,,,,,,,,,,,,1,Essential,Important,Does not meet,Does not meet,50,,,,,,,,,,,,
W1BLW0006084,2017-02-14 16:55:41,2017-02-14 17:07:50,Beneficial,Beneficial,Beneficial,Beneficial,Important,Important,Important,Beneficial,Important,Important,Essential,Beneficial,Essential,Beneficial,Important,Beneficial,Essential,,,,,,,,,,,Mostly meets,Mostly meets,Mostly meets,Does not meet,Fully meets,Mostly meets,Mostly meets,Does not meet,Mostly meets,Partly meets,Partly meets,Does not meet,Mostly meets,Partly meets,Mostly meets,Fully meets,Mostly meets,,,,,,,,,,,,,,1,Important,Beneficial,Partly meets,Partly meets,70,,,,,,,,,,,,
W1BLW0005846,2017-02-14 17:02:21,2017-02-14 17:08:14,Essential,Important,Essential,Essential,Essential,Important,Essential,Important,Essential,Essential,Essential,Beneficial,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Does not meet,Does not meet,Mostly meets,Does not meet,Mostly meets,Mostly meets,Mostly meets,Does not meet,Partly meets,Fully meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Beneficial,Important,Partly meets,Mostly meets,80,,,,,,,,,,,,
W1BLW0003247,2017-02-14 17:01:51,2017-02-14 17:08:20,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Does not meet,Does not meet,Mostly meets,Does not meet,Does not meet,Partly meets,Partly meets,Does not meet,Does not meet,Partly meets,Does not meet,Does not meet,Fully meets,Mostly meets,,,Does not meet,,,,,,,,,,,,,,1,Essential,Essential,Does not meet,Partly meets,60,,,,,,,,,,,,
W1BLW0004205,2017-02-14 16:55:15,2017-02-14 17:08:22,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Important,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Important,Essential,,,,,,,,,,,,,,,
W1BLW0009499,2017-02-14 16:59:42,2017-02-14 17:08:27,Important,Important,Essential,Important,Important,Important,Important,Beneficial,Important,Important,Important,Important,Important,Beneficial,Essential,Important,Essential,,,,,,,,,,,Mostly meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Fully meets,Fully meets,Partly meets,,Partly meets,Partly meets,Fully meets,Mostly meets,Mostly meets,Partly meets,Fully meets,Mostly meets,,,,,,,,,,,,,,1,Important,Beneficial,Partly meets,Does not meet,40,,,,,,,,,,,,
W1BLW0006859,2017-02-14 17:02:04,2017-02-14 17:08:43,Important,Beneficial,Important,Important,Beneficial,Essential,Essential,Beneficial,Not relevant,Important,Important,Beneficial,Essential,Important,Beneficial,Beneficial,Beneficial,,,,,,,,,,,Mostly meets,Does not meet,Does not meet,Fully meets,Mostly meets,Does not meet,Mostly meets,Partly meets,Mostly meets,Does not meet,Fully meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Does not meet,Mostly meets,,,,,,,,,,,,,,1,Not relevant,Beneficial,Mostly meets,Mostly meets,90,,,,,,,,,,,,
W1BLW0009078,2017-02-14 17:00:07,2017-02-14 17:08:52,Beneficial,Beneficial,Important,Essential,Important,Essential,Essential,Beneficial,Beneficial,Essential,Important,Beneficial,Essential,Important,Beneficial,Important,Important,,,,,,,,,,,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Does not meet,Mostly meets,Fully meets,Mostly meets,Partly meets,Fully meets,Mostly meets,Partly meets,Fully meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Partly meets,Partly meets,80,,,,,,,,,,,,
W1BLW0006935,2017-02-14 17:01:39,2017-02-14 17:08:57,Important,Beneficial,Essential,Important,Essential,Essential,Essential,Important,Beneficial,Essential,Essential,Beneficial,Essential,Important,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Does not meet,Mostly meets,Mostly meets,Mostly meets,Fully meets,Fully meets,Fully meets,Partly meets,Fully meets,Mostly meets,Does not meet,Fully meets,Fully meets,Fully meets,Fully meets,Fully meets,,,,,,,,,,,,,,1,Not relevant,Important,Does not meet,Mostly meets,90,,,,,,,,,,,,
W1BLW0005861,2017-02-14 16:29:46,2017-02-14 17:09:42,Important,Beneficial,Important,Important,Essential,Important,Important,Not relevant,Beneficial,Important,Important,Beneficial,Essential,Essential,Beneficial,Beneficial,Essential,,,,,,,,,,,Partly meets,Does not meet,Mostly meets,Mostly meets,Fully meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Fully meets,Does not meet,Does not meet,Fully meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Partly meets,Mostly meets,70,,,,,,,,,,,,
W1BLW0009821,2017-02-14 17:03:35,2017-02-14 17:09:48,Important,Important,Essential,Essential,Beneficial,Beneficial,Important,Beneficial,Important,Essential,Essential,Essential,Essential,Essential,Important,Important,Essential,,,,,,,,,,,Partly meets,Does not meet,Partly meets,Does not meet,Partly meets,Mostly meets,Mostly meets,Does not meet,Does not meet,Mostly meets,Partly meets,Does not meet,Mostly meets,Mostly meets,Does not meet,Mostly meets,Does not meet,,,,,,,,,,,,,,1,Beneficial,Important,Does not meet,Does not meet,50,,,,,,,,,,,,
W1BLW0005095,2017-02-14 17:03:07,2017-02-14 17:10:16,Important,Important,Important,Essential,Important,Essential,Essential,Beneficial,Important,Important,Essential,Important,Essential,Important,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Partly meets,Mostly meets,Partly meets,Partly meets,Partly meets,Mostly meets,Does not meet,Mostly meets,Fully meets,Partly meets,Partly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Beneficial,Partly meets,Does not meet,80,,,,,,,,,,,,
W1BLW0002782,2017-02-14 16:30:04,2017-02-14 17:10:59,Essential,Beneficial,Essential,Essential,Essential,Essential,Essential,Important,Essential,Essential,Essential,Essential,Essential,Important,Important,Important,Important,,,,,,,,,,,Fully meets,Mostly meets,Fully meets,Partly meets,Mostly meets,Fully meets,Fully meets,Partly meets,Mostly meets,Fully meets,Partly meets,Partly meets,Fully meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Mostly meets,Partly meets,60,,,,,,,,,,,,
W1BLW0003075,2017-02-14 17:03:36,2017-02-14 17:11:11,Important,Beneficial,Beneficial,Essential,Essential,Important,Essential,Beneficial,Not relevant,Essential,Essential,Important,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Fully meets,Mostly meets,Mostly meets,,Fully meets,Fully meets,Fully meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Partly meets,Fully meets,Fully meets,Mostly meets,Fully meets,Fully meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Does not meet,Partly meets,70,,,,,,,,,,,,
W1BLW0006787,2017-02-14 17:07:25,2017-02-14 17:11:51,Important,Important,Essential,Essential,Essential,Essential,Essential,Important,Essential,Important,Important,Important,Essential,Essential,Important,Essential,Important,,,,,,,,,,,Mostly meets,Mostly meets,Mostly meets,Partly meets,Partly meets,Mostly meets,Mostly meets,Does not meet,Partly meets,Fully meets,Mostly meets,Partly meets,Fully meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Beneficial,Mostly meets,Partly meets,70,,,,,,,,,,,,
W1BLW0008117,2017-02-14 17:07:54,2017-02-14 17:11:52,Important,Beneficial,Essential,Essential,Essential,Beneficial,Essential,Important,Important,Essential,Essential,Essential,Essential,Important,Beneficial,Important,Important,,,,,,,,,,,Mostly meets,Does not meet,Mostly meets,Partly meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Does not meet,Fully meets,Partly meets,Mostly meets,Fully meets,Partly meets,Mostly meets,Fully meets,Mostly meets,,,,,,,,,,,,,,1,Not relevant,Beneficial,Partly meets,Partly meets,80,,,,,,,,,,,,
W1BLW0006570,2017-02-14 17:07:12,2017-02-14 17:11:53,Beneficial,Beneficial,Beneficial,Beneficial,Beneficial,Beneficial,Important,Beneficial,Beneficial,Beneficial,Beneficial,Beneficial,Beneficial,Beneficial,Beneficial,Beneficial,Beneficial,,,,,,,,,,,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Partly meets,Partly meets,60,,,,,,,,,,,,
W1BLW0009652,2017-02-14 17:06:26,2017-02-14 17:12:29,Important,Essential,Essential,Essential,Essential,Essential,Essential,Beneficial,Essential,Important,Essential,Not relevant,Essential,Beneficial,Important,Important,Essential,,,,,,,,,,,Partly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Does not meet,Partly meets,Mostly meets,Partly meets,Does not meet,Fully meets,Partly meets,Partly meets,Partly meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Important,Partly meets,Partly meets,70,,,,,,,,,,,,
W1BLW0007256,2017-02-14 16:59:57,2017-02-14 17:12:52,Beneficial,Important,Essential,Important,Important,Essential,Important,Important,Important,Essential,Essential,Beneficial,Essential,Beneficial,Beneficial,Important,Important,,,,,,,,,,,Partly meets,Partly meets,Mostly meets,Fully meets,Mostly meets,Fully meets,Fully meets,Does not meet,Mostly meets,Fully meets,Does not meet,Does not meet,Fully meets,Fully meets,Fully meets,Fully meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Does not meet,Mostly meets,70,,,,,,,,,,,,
W1BLW0005830,2017-02-14 17:06:26,2017-02-14 17:13:42,Essential,Important,Essential,Important,Essential,Essential,Essential,Beneficial,Important,Essential,Essential,Not relevant,Essential,Essential,Essential,Important,Essential,,,,,,,,,,,Mostly meets,Does not meet,Partly meets,Mostly meets,Mostly meets,Mostly meets,Partly meets,Does not meet,Mostly meets,Fully meets,Fully meets,Does not meet,Fully meets,Partly meets,Partly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Important,Partly meets,Partly meets,80,,,,,,,,,,,,
W1BLW0009662,2017-02-14 17:00:56,2017-02-14 17:14:33,Essential,Essential,Essential,Essential,Essential,Important,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Partly meets,Partly meets,Fully meets,Partly meets,Mostly meets,Mostly meets,Partly meets,,Fully meets,Fully meets,Fully meets,,Fully meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Essential,Important,,,80,,,,,,,,,,,,
W1BLW0008758,2017-02-14 17:07:08,2017-02-14 17:14:33,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Important,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Partly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Essential,Partly meets,Mostly meets,80,,,,,,,,,,,,
W1BLW0007231,2017-02-14 17:09:13,2017-02-14 17:15:13,Beneficial,Beneficial,Important,Essential,Important,Important,Essential,Important,Important,Beneficial,Important,Essential,Essential,Important,Essential,Essential,Important,,,,,,,,,,,Partly meets,Partly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Fully meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Essential,Beneficial,Mostly meets,Partly meets,70,,,,,,,,,,,,
W1BLW0009666,2017-02-14 17:12:03,2017-02-14 17:15:43,Important,Beneficial,Essential,Essential,Essential,Essential,Essential,Important,Important,Essential,Essential,Important,Essential,Important,Important,Important,Important,,,,,,,,,,,Mostly meets,Does not meet,Mostly meets,Mostly meets,Fully meets,Mostly meets,Fully meets,Partly meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Does not meet,Partly meets,70,,,,,,,,,,,,
W1BLW0009534,2017-02-14 17:08:35,2017-02-14 17:15:52,Important,Essential,Important,Essential,Essential,Important,Essential,Important,Essential,Essential,Important,Important,Essential,Important,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Mostly meets,Partly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Partly meets,Partly meets,Fully meets,Partly meets,Partly meets,Fully meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Important,Partly meets,Partly meets,70,,,,,,,,,,,,
W1BLW0008534,2017-02-14 17:10:24,2017-02-14 17:15:57,Important,Important,Essential,Important,Important,Essential,Essential,Beneficial,Important,Important,Essential,Essential,Essential,Important,Essential,Important,Essential,,,,,,,,,,,Partly meets,Partly meets,Mostly meets,Partly meets,Mostly meets,Does not meet,Mostly meets,Does not meet,Partly meets,Fully meets,Does not meet,Fully meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Beneficial,Partly meets,Does not meet,60,,,,,,,,,,,,
W1BLW0007901,2017-02-14 17:10:50,2017-02-14 17:16:03,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Important,Important,Important,Essential,Essential,Essential,Essential,Important,Important,Important,,,,,,,,,,,Does not meet,Partly meets,Does not meet,Partly meets,Partly meets,Partly meets,Mostly meets,Partly meets,Partly meets,Mostly meets,Does not meet,Does not meet,Mostly meets,Partly meets,Does not meet,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Important,Important,Partly meets,Does not meet,70,,,,,,,,,,,,
W1BLW0007258,2017-02-14 17:07:16,2017-02-14 17:16:04,Essential,Important,Essential,Essential,Important,Essential,Essential,Beneficial,Important,Important,Essential,Essential,Essential,Essential,Important,Important,Essential,,,,,,,,,,,Mostly meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Fully meets,Fully meets,Does not meet,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Partly meets,Partly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Beneficial,,Partly meets,90,,,,,,,,,,,,
W1BLW0001172,2017-02-14 17:02:59,2017-02-14 17:16:22,Important,Important,Important,Essential,Essential,Important,Essential,Important,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Partly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Does not meet,Mostly meets,Fully meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,,,,,,,,,,,,,,1,Important,Essential,Mostly meets,Mostly meets,80,,,,,,,,,,,,
W1BLW0005904,2017-02-14 17:12:36,2017-02-14 17:17:00,Important,Beneficial,Essential,Essential,Essential,Essential,Important,Essential,Essential,Essential,Essential,Essential,Essential,Important,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Does not meet,Does not meet,Does not meet,Partly meets,Partly meets,Mostly meets,Does not meet,Partly meets,Mostly meets,Mostly meets,Partly meets,Fully meets,Does not meet,Partly meets,Partly meets,Partly meets,,,,,,,,,,,,,,1,Beneficial,Important,Partly meets,Partly meets,80,,,,,,,,,,,,
W1BLW0009293,2017-02-14 17:11:18,2017-02-14 17:17:02,Important,Important,Essential,Important,Essential,Essential,Essential,Important,Important,Important,Important,Important,Important,Important,Important,Important,Essential,,,,,,,,,,,Mostly meets,Partly meets,Partly meets,Partly meets,Partly meets,Fully meets,Partly meets,Does not meet,Mostly meets,Fully meets,Does not meet,Partly meets,Fully meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Important,Does not meet,Mostly meets,70,,,,,,,,,,,,
W1BLW0007518,2017-02-14 16:33:06,2017-02-14 17:17:31,Essential,Beneficial,Essential,Essential,Essential,Essential,Essential,Beneficial,Important,Essential,Essential,Beneficial,Essential,Essential,Important,Not relevant,Essential,,,,,,,,,,,Fully meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Fully meets,Does not meet,Mostly meets,Fully meets,Mostly meets,Partly meets,Fully meets,Fully meets,Mostly meets,Fully meets,Partly meets,,,,,,,,,,,,,,1,Beneficial,Not relevant,Does not meet,Does not meet,80,,,,,,,,,,,,
W1BLW0008521,2017-02-14 17:11:32,2017-02-14 17:17:30,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Beneficial,Essential,Essential,Essential,Essential,Essential,Important,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Partly meets,Mostly meets,Does not meet,Mostly meets,Fully meets,Mostly meets,Partly meets,,Mostly meets,Does not meet,Does not meet,,Partly meets,Partly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Essential,Beneficial,Partly meets,Partly meets,60,,,,,,,,,,,,
W1BLW0007337,2017-02-14 17:07:28,2017-02-14 17:17:35,Important,Beneficial,Important,Essential,Important,Essential,Important,Beneficial,Beneficial,Important,Important,Beneficial,Essential,Beneficial,Beneficial,Beneficial,Beneficial,,,,,,,,,,,Mostly meets,Mostly meets,,Partly meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Fully meets,Partly meets,Does not meet,Mostly meets,Partly meets,Mostly meets,,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Partly meets,Partly meets,60,,,,,,,,,,,,
W1BLW0006722,2017-02-14 17:03:25,2017-02-14 17:17:42,Important,Essential,Essential,Essential,Important,Essential,Essential,Important,Important,Important,Essential,Important,Essential,Essential,Important,Important,Essential,,,,,,,,,,,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Essential,Partly meets,Mostly meets,70,,,,,,,,,,,,
W1BLW0009406,2017-02-14 17:12:25,2017-02-14 17:18:06,Important,Important,Important,Essential,Essential,Essential,Essential,Not relevant,Beneficial,Essential,Important,Beneficial,Essential,Essential,Essential,Important,Important,,,,,,,,,,,Fully meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Does not meet,Partly meets,Partly meets,Mostly meets,Partly meets,Fully meets,Fully meets,Fully meets,Fully meets,Fully meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Partly meets,Mostly meets,80,,,,,,,,,,,,
W1BLW0002520,2017-02-14 16:52:38,2017-02-14 17:18:46,Essential,Important,Essential,Essential,Essential,Important,Essential,Important,Important,Essential,Essential,Essential,Essential,Essential,Important,Important,Important,,,,,,,,,,,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Fully meets,Mostly meets,Partly meets,Fully meets,Fully meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Important,Partly meets,Mostly meets,90,,,,,,,,,,,,
